A,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
853,75,7128,7,5,1941,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,TA,7,Typ,2,Gd,Detchd,1941,Unf,1,240,TA,TA,Y,0,0,0,0,126,0,NA,MnPrv,NA,0,8,2007,WD,Normal,164000
854,80,12095,6,6,1964,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,7,Typ,1,Fa,Attchd,1964,RFn,2,645,TA,TA,Y,180,0,0,0,0,0,NA,MnPrv,NA,0,8,2009,WD,Normal,158000
855,20,17920,5,4,1955,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,1,Gd,Attchd,1955,Unf,2,454,TA,TA,Y,0,418,0,0,312,0,NA,NA,NA,0,7,2006,WD,Abnorml,170000
856,20,6897,5,8,1962,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Detchd,1962,Unf,1,260,TA,TA,Y,0,104,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,127000
857,80,10970,6,6,1978,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,5,Typ,0,NA,Detchd,1981,Unf,2,576,TA,Fa,Y,0,0,34,0,0,0,NA,MnPrv,NA,0,10,2008,WD,Normal,147000
858,60,8125,6,5,1994,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,1,TA,Attchd,1994,Fin,2,343,TA,TA,Y,0,36,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,174000
859,20,10400,7,5,1976,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,1,TA,Attchd,1976,RFn,2,479,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,6,2009,WD,Family,152000
860,60,11029,6,7,1968,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Gd,9,Typ,1,Gd,Attchd,1968,Unf,2,619,TA,TA,Y,0,65,0,0,222,0,NA,NA,NA,0,8,2006,WD,Normal,250000
861,50,7642,7,8,1918,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,1,Gd,Detchd,1925,Unf,1,216,TA,TA,Y,0,240,0,0,0,0,NA,GdPrv,NA,0,6,2007,WD,Normal,189950
862,190,11625,5,4,1965,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1965,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,131500
863,20,9672,6,5,1984,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1986,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,NA,GdPrv,NA,0,5,2010,WD,Normal,152000
864,20,7931,5,5,1959,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1959,Unf,1,672,TA,TA,Y,0,0,0,0,0,0,NA,GdPrv,NA,0,7,2009,WD,Normal,132500
865,20,8640,7,5,2007,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Typ,0,NA,Attchd,2008,Fin,2,529,TA,TA,Y,0,140,0,0,0,0,NA,NA,NA,0,5,2008,New,Partial,250580
866,20,8750,5,6,1970,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,5,Typ,0,NA,Detchd,1973,Unf,2,902,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,8,2009,WD,Normal,148500
867,20,10656,8,5,2006,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,3,870,TA,TA,Y,192,80,0,0,0,0,NA,NA,NA,0,11,2007,New,Partial,248900
868,20,6970,4,5,1961,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Fa,5,Typ,0,NA,Attchd,1961,RFn,2,544,TA,TA,Y,168,0,0,0,0,0,NA,NA,Shed,400,5,2007,WD,Normal,129000
869,60,14762,5,6,1948,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,7,Typ,1,TA,Attchd,1979,Unf,2,672,TA,TA,P,120,144,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,169000
870,60,9938,7,5,1993,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,8,Typ,1,TA,Attchd,1993,Fin,2,574,TA,TA,Y,156,90,0,0,0,0,NA,GdPrv,NA,0,6,2010,WD,Normal,236000
871,20,6600,5,5,1962,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,5,Typ,0,NA,Detchd,1962,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,109500
872,60,8750,6,5,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,0,NA,Attchd,1998,RFn,2,523,TA,TA,Y,0,77,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,200500
873,20,8892,5,7,1953,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,5,Typ,0,NA,Attchd,1953,Unf,2,414,TA,TA,Y,196,0,150,0,0,0,NA,GdWo,NA,0,10,2008,WD,Normal,116000
874,40,12144,5,7,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,1,Gd,Attchd,1949,Unf,1,288,TA,TA,Y,0,28,0,0,0,0,NA,NA,Othr,0,9,2009,WD,Normal,133000
875,50,5720,5,6,1941,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,5,Typ,0,NA,Detchd,1941,Unf,1,200,TA,TA,Y,26,0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Abnorml,66500
876,60,9000,8,5,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007,Fin,2,550,TA,TA,Y,208,364,0,0,0,0,NA,NA,NA,0,8,2007,New,Partial,303477
877,20,25286,4,5,1963,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,5,Typ,0,NA,Attchd,1963,Unf,2,648,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,1,2007,WD,Normal,132250
878,60,8834,9,5,2004,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Ex,10,Typ,1,Gd,Attchd,2004,Fin,3,738,TA,TA,Y,184,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,350000
879,85,11782,5,7,1961,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Min2,0,NA,Detchd,1987,Unf,2,576,TA,TA,Y,192,0,0,0,0,0,NA,MnPrv,Shed,400,6,2010,WD,Normal,148000
880,20,7000,5,8,1978,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1978,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,7,2009,WD,Normal,136500
881,20,7024,5,5,2005,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,5,Typ,0,NA,Attchd,2005,Fin,2,450,TA,TA,Y,0,49,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,157000
882,50,13758,7,5,1990,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,1,TA,Attchd,1990,RFn,2,400,TA,TA,Y,168,36,0,0,0,0,NA,NA,NA,0,4,2007,WD,Normal,187500
883,60,9636,6,5,1992,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,7,Typ,1,TA,BuiltIn,1993,RFn,2,389,TA,TA,Y,342,40,0,0,0,0,NA,MnPrv,NA,0,12,2009,WD,Normal,178000
884,75,6204,4,5,1912,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,TA,10,Typ,0,NA,Detchd,1997,Unf,1,440,TA,Gd,Y,0,188,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,118500
885,20,7150,5,5,1967,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,5,Typ,0,NA,Attchd,1967,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,7,2009,WD,Normal,100000
886,120,5119,9,5,1999,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,5,Typ,1,TA,Attchd,1999,Fin,2,506,TA,TA,Y,97,65,0,0,0,0,NA,NA,NA,0,1,2008,CWD,Abnorml,328900
887,90,8393,5,5,1959,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,TA,8,Typ,0,NA,Attchd,2005,Fin,2,588,TA,TA,Y,272,54,0,0,0,0,NA,NA,NA,0,6,2006,WD,Family,145000
888,50,16466,5,7,1955,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,8,Typ,0,NA,Attchd,1955,Unf,1,300,TA,TA,Y,121,0,0,0,265,0,NA,NA,NA,0,4,2008,WD,Normal,135500
889,20,15865,8,6,1970,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Gd,8,Typ,1,TA,Attchd,1970,Unf,2,621,TA,TA,Y,81,207,0,0,224,0,NA,NA,NA,0,10,2007,WD,Normal,268000
890,20,12160,6,4,1953,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,6,Typ,1,TA,Attchd,1953,RFn,2,505,TA,TA,Y,0,0,0,162,0,0,NA,NA,NA,0,2,2009,WD,Normal,149500
891,50,8064,5,7,1949,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,1,Po,Detchd,2003,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,Shed,2000,7,2007,WD,Normal,122900
892,60,11184,6,5,1978,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,7,Typ,1,TA,Attchd,1978,RFn,2,440,TA,TA,Y,243,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,172500
893,20,8414,6,8,1963,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1963,RFn,1,264,TA,TA,Y,192,0,0,0,0,0,NA,MnPrv,NA,0,2,2006,WD,Normal,154500
894,20,13284,5,5,1954,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,1,Gd,Attchd,1954,Unf,1,354,TA,TA,Y,511,116,0,0,0,0,NA,GdPrv,NA,0,6,2008,WD,Normal,165000
895,90,7018,5,5,1979,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,TA,8,Typ,0,NA,Attchd,1979,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Alloca,118858
896,60,7056,6,5,1963,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,TA,8,Typ,1,TA,Attchd,1963,RFn,2,483,TA,TA,Y,0,50,0,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,140000
897,30,8765,4,6,1936,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,6,Typ,0,NA,Detchd,1936,Unf,1,327,TA,TA,Y,0,28,0,0,0,0,NA,NA,NA,0,4,2006,WD,Abnorml,106500
898,90,7018,5,5,1979,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,TA,12,Typ,0,NA,Detchd,1979,Unf,2,528,TA,TA,Y,154,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Alloca,142953
899,20,12919,9,5,2009,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Ex,11,Typ,2,Gd,Attchd,2009,Fin,3,820,TA,TA,Y,0,67,0,0,0,0,NA,NA,NA,0,3,2010,New,Partial,611657
900,20,6993,5,7,1961,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,1,TA,Attchd,1961,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,135000
901,20,7340,4,6,1971,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,4,Typ,0,NA,Detchd,1979,Unf,1,684,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,110000
902,20,8712,5,7,1957,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,5,Typ,0,NA,Detchd,1968,Unf,1,756,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,153000
903,60,7875,7,5,2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,8,Typ,1,Gd,Attchd,2003,Fin,2,393,TA,TA,Y,0,75,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,180000
904,20,14859,7,5,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,690,TA,TA,Y,144,60,0,0,0,0,NA,NA,NA,0,8,2006,New,Partial,240000
905,20,6173,5,6,1967,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1967,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,8,2007,WD,Normal,125500
906,20,9920,5,5,1954,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1954,RFn,1,280,TA,TA,Y,0,0,164,0,0,0,NA,MnPrv,NA,0,2,2010,WD,Normal,128000
907,20,13501,8,5,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,3,865,TA,TA,Y,0,60,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,255000
908,50,11500,7,7,1936,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Typ,1,Gd,Attchd,1936,Fin,1,180,Fa,TA,Y,0,0,0,0,322,0,NA,NA,NA,0,6,2006,WD,Normal,250000
909,20,8885,5,5,1983,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,5,Typ,0,NA,Attchd,1983,Unf,2,484,TA,TA,Y,164,0,0,0,0,0,NA,MnPrv,NA,0,6,2006,WD,Normal,131000
910,60,12589,6,5,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,390,TA,TA,Y,36,24,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,174000
911,90,11600,5,5,1960,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,TA,12,Typ,0,NA,Detchd,1960,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,1,2010,WD,Normal,154300
912,20,9286,5,7,1977,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,5,Typ,0,NA,Detchd,1978,Unf,1,252,TA,TA,Y,173,0,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,143500
913,30,6120,5,7,1925,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Min1,0,NA,Detchd,1925,Unf,1,450,TA,TA,Y,0,0,112,0,120,0,NA,MnPrv,Shed,620,7,2006,WD,Abnorml,88000
914,90,6270,5,6,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,TA,8,Typ,0,NA,2Types,1949,Unf,3,871,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,145000
915,160,3000,6,5,2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,4,Typ,0,NA,Detchd,2009,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,NA,NA,NA,0,6,2009,New,Partial,173733
916,160,2001,4,5,1970,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1970,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,1,2007,WD,Normal,75000
917,20,9000,2,3,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,TA,4,Typ,0,NA,Detchd,1958,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2006,WD,Abnorml,35311
918,20,17140,4,6,1956,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Attchd,1956,RFn,1,284,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,135000
919,60,13125,7,5,1991,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Gd,8,Typ,1,TA,Attchd,1991,RFn,3,833,TA,TA,Y,72,192,224,0,0,0,NA,GdPrv,NA,0,11,2007,WD,Normal,238000
920,20,11029,6,8,1958,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Min1,1,TA,Attchd,1990,Unf,2,601,TA,TA,Y,0,51,0,0,190,0,NA,NA,NA,0,5,2008,WD,Normal,176500
921,60,8462,6,5,1994,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,0,NA,Attchd,1994,RFn,2,471,TA,TA,Y,300,87,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,201000
922,90,8777,5,7,1900,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,TA,9,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,70,0,0,0,0,NA,GdPrv,NA,0,9,2008,WD,Normal,145900
923,20,10237,6,5,2005,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Typ,1,Gd,Attchd,2005,Fin,2,397,TA,TA,Y,100,0,0,23,0,0,NA,NA,NA,0,10,2006,New,Partial,169990
924,120,8012,6,5,1993,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,5,Typ,1,Fa,Attchd,1993,RFn,2,533,TA,TA,Y,0,69,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,193000
925,20,10240,6,6,1980,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,7,Typ,1,TA,Attchd,1980,Unf,2,612,TA,TA,Y,384,131,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,207500
926,20,15611,5,6,1977,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Ex,6,Typ,0,NA,Attchd,1977,RFn,2,540,TA,TA,Y,180,0,0,0,0,0,NA,NA,NA,0,3,2008,WD,Abnorml,175000
927,60,11999,8,5,2003,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Ex,10,Typ,1,Gd,BuiltIn,2003,Fin,3,656,TA,TA,Y,104,100,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,285000
928,60,9900,7,5,1968,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,TA,9,Typ,1,Gd,Attchd,1968,RFn,2,486,TA,TA,Y,0,43,0,0,0,0,NA,GdPrv,NA,0,4,2008,WD,Normal,176000
929,20,11838,8,5,2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Ex,7,Typ,1,TA,Attchd,2001,RFn,2,522,TA,TA,Y,202,151,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,236500
930,60,13006,7,5,1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Gd,8,Typ,1,TA,BuiltIn,1997,Fin,2,642,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2006,WD,Normal,222000
931,20,8925,8,5,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,0,NA,Attchd,2007,Fin,3,610,TA,TA,Y,100,18,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,201000
932,20,9100,5,6,1965,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,5,Typ,0,NA,Detchd,1965,Unf,1,429,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,7,2009,WD,Normal,117500
933,20,11670,9,5,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Ex,8,Typ,1,Gd,Attchd,2006,Fin,3,788,TA,TA,Y,0,191,0,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,320000
934,20,8487,7,5,2004,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,6,Typ,0,NA,Attchd,2004,RFn,2,570,TA,TA,Y,192,36,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,190000
935,20,27650,7,7,1960,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,Gd,9,Typ,1,Gd,Attchd,1960,RFn,2,505,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2008,WD,Normal,242000
936,30,5825,4,5,1926,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,TA,5,Typ,0,NA,Detchd,1953,Unf,2,528,TA,TA,Y,0,0,32,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,79900
937,20,10083,7,5,2003,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Gd,5,Typ,0,NA,Attchd,2003,RFn,2,555,TA,TA,Y,0,41,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,184900
938,60,9675,7,5,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,8,Typ,1,Gd,Attchd,2005,RFn,2,689,TA,TA,Y,0,48,0,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,253000
939,60,8760,7,5,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,0,NA,Attchd,2006,RFn,3,868,TA,TA,Y,0,90,0,0,0,0,NA,NA,NA,0,8,2006,New,Partial,239799
940,70,24090,7,7,1940,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,TA,10,Typ,2,TA,Attchd,1940,Unf,1,349,TA,TA,Y,56,0,318,0,0,0,NA,NA,NA,0,6,2010,COD,Normal,244400
941,90,12640,6,5,1976,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,TA,8,Typ,0,NA,Attchd,1976,Unf,2,574,TA,TA,Y,40,0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,150900
942,60,8755,7,5,1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,8,Typ,1,TA,BuiltIn,1999,RFn,2,390,TA,TA,Y,0,0,0,168,0,0,NA,GdPrv,NA,0,6,2009,WD,Normal,214000
943,90,7711,4,3,1977,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,TA,8,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,321,0,0,0,0,0,NA,NA,NA,0,8,2007,Oth,Abnorml,150000
944,90,25000,5,4,1967,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,TA,8,Typ,0,NA,Attchd,1967,Unf,2,576,TA,TA,P,0,0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,143000
945,20,14375,6,6,1958,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,1,Gd,Basment,1958,RFn,2,525,TA,TA,Y,0,118,0,0,233,0,NA,NA,NA,0,1,2009,COD,Abnorml,137500
946,50,8820,5,6,1890,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,7,Typ,0,NA,Detchd,1963,Unf,2,456,TA,TA,Y,48,0,244,0,0,0,NA,MnWw,NA,0,9,2009,WD,Normal,124900
947,80,8163,5,6,1959,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,1,TA,Attchd,1959,RFn,1,796,TA,TA,Y,86,0,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,143000
948,20,14536,8,5,2002,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,9,Typ,1,Gd,Attchd,2002,Fin,3,808,TA,TA,Y,0,252,0,0,0,0,NA,NA,NA,0,11,2007,WD,Normal,270000
949,60,14006,7,5,2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,7,Typ,1,TA,Attchd,2002,RFn,2,474,TA,TA,Y,144,96,0,0,0,0,NA,NA,NA,0,2,2006,WD,Normal,192500
950,20,9360,6,7,1972,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,5,Typ,1,TA,Attchd,1972,RFn,2,676,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,197500
951,20,7200,5,8,1950,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Gd,5,Typ,0,NA,Detchd,1980,RFn,2,720,TA,TA,Y,194,0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,129000
952,20,7800,5,5,1965,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Detchd,1979,Unf,1,300,TA,TA,Y,421,0,0,0,0,0,NA,MnPrv,NA,0,7,2006,WD,Abnorml,119900
953,85,7200,5,8,1972,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,5,Typ,0,NA,Detchd,1974,Fin,1,396,TA,TA,Y,192,0,0,0,0,0,NA,MnPrv,NA,0,4,2009,WD,Normal,133900
954,60,11075,5,4,1969,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,TA,7,Min2,1,Po,Attchd,1969,RFn,2,530,TA,TA,Y,305,189,0,0,0,0,NA,MnPrv,Shed,400,9,2008,WD,Normal,172000
955,90,9400,6,5,1975,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,TA,4,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2006,WD,AdjLand,127500
956,90,7136,6,6,1946,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,TA,8,Typ,0,NA,Attchd,1946,Unf,2,492,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,145000
957,160,1300,6,6,1980,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,TA,5,Typ,1,TA,Attchd,1980,Fin,2,462,TA,TA,Y,150,0,0,0,0,0,NA,GdPrv,NA,0,5,2009,WD,Normal,124000
958,20,7420,5,5,1962,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,TA,6,Typ,0,NA,Detchd,1977,Fin,2,576,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2007,WD,Normal,132000
